day,day_start,baseline,threshold_value,start,end,duration_min,peak_pm,mean_pm
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 03:02:58-07:00,2021-01-08 03:04:58-07:00,2.0,16.71,16.71
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 03:12:58-07:00,2021-01-08 03:14:58-07:00,2.0,17.04,17.04
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 03:16:58-07:00,2021-01-08 03:20:58-07:00,4.0,17.37,17.315
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 03:22:58-07:00,2021-01-08 03:36:58-07:00,14.0,18.53,17.19857142857143
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 03:38:58-07:00,2021-01-08 03:44:58-07:00,6.0,18.0,17.396666666666665
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 03:46:58-07:00,2021-01-08 04:12:58-07:00,26.0,19.02,17.64769230769231
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 04:14:58-07:00,2021-01-08 04:22:58-07:00,8.0,17.62,16.785
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 04:26:58-07:00,2021-01-08 12:36:58-07:00,490.0,58.44,26.076408163265306
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 12:38:58-07:00,2021-01-08 12:40:58-07:00,2.0,17.2,17.2
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 12:42:58-07:00,2021-01-08 12:44:58-07:00,2.0,16.1,16.1
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 17:54:58-07:00,2021-01-08 19:48:58-07:00,114.0,29.56,24.28298245614035
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 19:50:58-07:00,2021-01-08 20:01:01-07:00,10.05,18.39,17.538
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 20:34:58-07:00,2021-01-08 22:26:58-07:00,112.0,29.4,21.717857142857138
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 22:30:58-07:00,2021-01-08 22:40:58-07:00,10.0,18.75,17.96
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 22:42:58-07:00,2021-01-08 22:44:58-07:00,2.0,17.77,17.77
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 22:56:58-07:00,2021-01-08 23:00:58-07:00,4.0,18.25,17.369999999999997
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 23:04:58-07:00,2021-01-08 23:24:58-07:00,20.0,21.54,18.392
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 23:28:58-07:00,2021-01-08 23:32:58-07:00,4.0,16.83,16.619999999999997
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 23:38:58-07:00,2021-01-08 23:40:58-07:00,2.0,16.23,16.23
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 23:42:58-07:00,2021-01-08 23:44:58-07:00,2.0,17.35,17.35
2021-01-08,2021-01-08 00:00:00-07:00,10.725333333333333,16.088,2021-01-08 23:56:58-07:00,2021-01-09 00:00:58-07:00,4.0,18.64,17.955
2021-01-09,2021-01-09 00:00:00-07:00,21.020555555555553,31.53083333333333,2021-01-09 01:26:58-07:00,2021-01-09 01:28:58-07:00,2.0,34.46,34.46
2021-01-09,2021-01-09 00:00:00-07:00,21.020555555555553,31.53083333333333,2021-01-09 01:34:58-07:00,2021-01-09 01:42:58-07:00,8.0,34.91,33.8775
2021-01-09,2021-01-09 00:00:00-07:00,21.020555555555553,31.53083333333333,2021-01-09 20:18:59-07:00,2021-01-09 20:24:59-07:00,6.0,123.09,80.93666666666667
2021-01-09,2021-01-09 00:00:00-07:00,21.020555555555553,31.53083333333333,2021-01-09 20:27:00-07:00,2021-01-09 20:30:59-07:00,3.9833333333333334,33.19,32.81
2021-01-09,2021-01-09 00:00:00-07:00,21.020555555555553,31.53083333333333,2021-01-09 20:34:59-07:00,2021-01-09 20:36:59-07:00,2.0,33.53,33.53
2021-01-09,2021-01-09 00:00:00-07:00,21.020555555555553,31.53083333333333,2021-01-09 22:52:59-07:00,2021-01-09 23:00:59-07:00,8.0,44.7,38.635000000000005
2021-01-10,2021-01-10 00:00:00-07:00,10.0,15.0,2021-01-10 12:13:00-07:00,2021-01-10 15:14:59-07:00,181.98333333333332,23.33,19.448791208791206
2021-01-10,2021-01-10 00:00:00-07:00,10.0,15.0,2021-01-10 15:16:59-07:00,2021-01-10 15:26:59-07:00,10.0,16.19,15.632000000000001
2021-01-10,2021-01-10 00:00:00-07:00,10.0,15.0,2021-01-10 15:58:59-07:00,2021-01-10 16:00:59-07:00,2.0,15.79,15.79
2021-01-10,2021-01-10 00:00:00-07:00,10.0,15.0,2021-01-10 18:36:59-07:00,2021-01-10 18:52:59-07:00,16.0,22.04,17.56
2021-01-10,2021-01-10 00:00:00-07:00,10.0,15.0,2021-01-10 19:13:00-07:00,2021-01-10 19:15:00-07:00,2.0,15.33,15.33
2021-01-10,2021-01-10 00:00:00-07:00,10.0,15.0,2021-01-10 19:16:59-07:00,2021-01-10 19:20:59-07:00,4.0,17.47,16.955
2021-01-10,2021-01-10 00:00:00-07:00,10.0,15.0,2021-01-10 19:30:59-07:00,2021-01-10 19:52:59-07:00,22.0,18.23,16.36818181818182
2021-01-10,2021-01-10 00:00:00-07:00,10.0,15.0,2021-01-10 19:56:59-07:00,2021-01-11 00:00:59-07:00,244.0,32.91,24.081967213114755
2021-01-11,2021-01-11 00:00:00-07:00,30.94144444444444,46.41216666666666,2021-01-11 00:04:59-07:00,2021-01-11 00:10:59-07:00,6.0,73.75,63.47
2021-01-11,2021-01-11 00:00:00-07:00,30.94144444444444,46.41216666666666,2021-01-11 20:07:00-07:00,2021-01-11 20:09:00-07:00,2.0,55.97,55.97
2021-01-11,2021-01-11 00:00:00-07:00,30.94144444444444,46.41216666666666,2021-01-11 20:15:00-07:00,2021-01-11 20:17:00-07:00,2.0,50.84,50.84
2021-01-12,2021-01-12 00:00:00-07:00,10.33311111111111,15.499666666666666,2021-01-12 00:05:00-07:00,2021-01-12 00:07:00-07:00,2.0,15.82,15.82
2021-01-12,2021-01-12 00:00:00-07:00,10.33311111111111,15.499666666666666,2021-01-12 08:13:00-07:00,2021-01-13 00:01:00-07:00,948.0,52.95,32.85006329113924
2021-01-13,2021-01-13 00:00:00-07:00,25.15544444444445,37.733166666666676,2021-01-13 03:43:01-07:00,2021-01-13 03:45:01-07:00,2.0,38.42,38.42
2021-01-13,2021-01-13 00:00:00-07:00,25.15544444444445,37.733166666666676,2021-01-13 04:19:01-07:00,2021-01-13 04:23:01-07:00,4.0,41.26,40.379999999999995
2021-01-13,2021-01-13 00:00:00-07:00,25.15544444444445,37.733166666666676,2021-01-13 04:25:01-07:00,2021-01-13 04:27:01-07:00,2.0,39.46,39.46
2021-01-13,2021-01-13 00:00:00-07:00,25.15544444444445,37.733166666666676,2021-01-13 04:29:01-07:00,2021-01-13 04:33:01-07:00,4.0,41.59,40.585
2021-01-13,2021-01-13 00:00:00-07:00,25.15544444444445,37.733166666666676,2021-01-13 04:35:01-07:00,2021-01-13 04:41:01-07:00,6.0,40.04,38.88
2021-01-13,2021-01-13 00:00:00-07:00,25.15544444444445,37.733166666666676,2021-01-13 04:49:01-07:00,2021-01-13 12:15:01-07:00,446.0,59.67,46.30617511520737
2021-01-13,2021-01-13 00:00:00-07:00,25.15544444444445,37.733166666666676,2021-01-13 20:15:01-07:00,2021-01-13 20:19:01-07:00,4.0,44.57,42.015
2021-01-14,2021-01-14 00:00:00-07:00,23.235555555555553,34.85333333333333,2021-01-14 02:39:01-07:00,2021-01-14 02:41:01-07:00,2.0,35.14,35.14
2021-01-14,2021-01-14 00:00:00-07:00,23.235555555555553,34.85333333333333,2021-01-14 02:45:01-07:00,2021-01-14 04:43:01-07:00,118.0,48.44,42.08254237288135
2021-01-14,2021-01-14 00:00:00-07:00,23.235555555555553,34.85333333333333,2021-01-14 04:45:01-07:00,2021-01-14 04:49:01-07:00,4.0,36.04,35.91
2021-01-14,2021-01-14 00:00:00-07:00,23.235555555555553,34.85333333333333,2021-01-14 04:55:01-07:00,2021-01-14 04:57:01-07:00,2.0,35.65,35.65
2021-01-14,2021-01-14 00:00:00-07:00,23.235555555555553,34.85333333333333,2021-01-14 21:09:02-07:00,2021-01-14 21:11:02-07:00,2.0,58.32,58.32
2021-01-15,2021-01-15 00:00:00-07:00,10.0,15.0,2021-01-15 12:35:02-07:00,2021-01-15 12:43:02-07:00,8.0,20.73,18.794999999999998
2021-01-15,2021-01-15 00:00:00-07:00,10.0,15.0,2021-01-15 15:35:02-07:00,2021-01-15 15:41:02-07:00,6.0,15.58,15.423333333333332
2021-01-15,2021-01-15 00:00:00-07:00,10.0,15.0,2021-01-15 15:43:02-07:00,2021-01-15 15:53:02-07:00,10.0,16.28,15.838
2021-01-15,2021-01-15 00:00:00-07:00,10.0,15.0,2021-01-15 15:59:02-07:00,2021-01-15 16:01:02-07:00,2.0,16.02,16.02
2021-01-15,2021-01-15 00:00:00-07:00,10.0,15.0,2021-01-15 16:13:03-07:00,2021-01-15 16:19:02-07:00,5.983333333333333,15.62,15.596666666666666
2021-01-15,2021-01-15 00:00:00-07:00,10.0,15.0,2021-01-15 16:21:02-07:00,2021-01-15 21:29:02-07:00,308.0,96.33,24.180389610389607
2021-01-15,2021-01-15 00:00:00-07:00,10.0,15.0,2021-01-15 21:35:02-07:00,2021-01-15 21:37:02-07:00,2.0,15.05,15.05
2021-01-15,2021-01-15 00:00:00-07:00,10.0,15.0,2021-01-15 21:39:02-07:00,2021-01-15 22:17:02-07:00,38.0,62.33,26.02052631578947
2021-01-15,2021-01-15 00:00:00-07:00,10.0,15.0,2021-01-15 22:39:02-07:00,2021-01-15 22:43:02-07:00,4.0,15.32,15.29
2021-01-15,2021-01-15 00:00:00-07:00,10.0,15.0,2021-01-15 22:49:02-07:00,2021-01-15 23:21:02-07:00,32.0,17.38,16.351875
2021-01-15,2021-01-15 00:00:00-07:00,10.0,15.0,2021-01-15 23:27:02-07:00,2021-01-15 23:31:02-07:00,4.0,15.71,15.52
2021-01-15,2021-01-15 00:00:00-07:00,10.0,15.0,2021-01-15 23:37:02-07:00,2021-01-15 23:39:02-07:00,2.0,15.36,15.36
2021-01-15,2021-01-15 00:00:00-07:00,10.0,15.0,2021-01-15 23:51:02-07:00,2021-01-16 00:01:02-07:00,10.0,15.52,15.274000000000001
2021-01-16,2021-01-16 00:00:00-07:00,18.029555555555557,27.044333333333334,2021-01-16 10:47:03-07:00,2021-01-16 10:55:03-07:00,8.0,30.09,29.16
2021-01-16,2021-01-16 00:00:00-07:00,18.029555555555557,27.044333333333334,2021-01-16 10:57:03-07:00,2021-01-16 10:59:03-07:00,2.0,28.52,28.52
2021-01-16,2021-01-16 00:00:00-07:00,18.029555555555557,27.044333333333334,2021-01-16 18:35:03-07:00,2021-01-16 18:37:03-07:00,2.0,31.67,31.67
2021-01-17,2021-01-17 00:00:00-07:00,10.0,15.0,2021-01-17 00:39:03-07:00,2021-01-17 00:49:03-07:00,10.0,45.21,30.946000000000005
2021-01-17,2021-01-17 00:00:00-07:00,10.0,15.0,2021-01-17 00:51:03-07:00,2021-01-17 00:53:03-07:00,2.0,15.56,15.56
2021-01-17,2021-01-17 00:00:00-07:00,10.0,15.0,2021-01-17 18:05:03-07:00,2021-01-17 18:11:03-07:00,6.0,97.6,48.916666666666664
2021-01-17,2021-01-17 00:00:00-07:00,10.0,15.0,2021-01-17 22:35:04-07:00,2021-01-17 22:37:04-07:00,2.0,19.59,19.59
2021-01-17,2021-01-17 00:00:00-07:00,10.0,15.0,2021-01-17 23:01:04-07:00,2021-01-17 23:17:04-07:00,16.0,44.29,30.985
2021-01-17,2021-01-17 00:00:00-07:00,10.0,15.0,2021-01-17 23:19:04-07:00,2021-01-17 23:29:04-07:00,10.0,35.29,22.610000000000003
2021-01-18,2021-01-18 00:00:00-07:00,10.0,15.0,2021-01-18 18:17:04-07:00,2021-01-18 18:19:04-07:00,2.0,15.37,15.37
2021-01-18,2021-01-18 00:00:00-07:00,10.0,15.0,2021-01-18 20:01:04-07:00,2021-01-18 20:03:04-07:00,2.0,16.87,16.87
2021-01-20,2021-01-20 00:00:00-07:00,10.0,15.0,2021-01-20 10:39:05-07:00,2021-01-20 10:47:05-07:00,8.0,25.52,23.6525
2021-01-20,2021-01-20 00:00:00-07:00,10.0,15.0,2021-01-20 17:57:05-07:00,2021-01-20 18:07:05-07:00,10.0,110.4,62.34400000000001
2021-01-20,2021-01-20 00:00:00-07:00,10.0,15.0,2021-01-20 18:09:05-07:00,2021-01-20 18:19:05-07:00,10.0,20.68,17.836000000000002
2021-01-21,2021-01-21 00:00:00-07:00,10.0,15.0,2021-01-21 16:21:06-07:00,2021-01-21 16:25:06-07:00,4.0,40.4,38.665
2021-01-21,2021-01-21 00:00:00-07:00,10.0,15.0,2021-01-21 16:37:06-07:00,2021-01-21 16:39:06-07:00,2.0,31.25,31.25
2021-01-21,2021-01-21 00:00:00-07:00,10.0,15.0,2021-01-21 16:41:06-07:00,2021-01-21 16:49:06-07:00,8.0,47.93,31.932499999999997
2021-01-21,2021-01-21 00:00:00-07:00,10.0,15.0,2021-01-21 18:09:06-07:00,2021-01-21 18:15:06-07:00,6.0,22.86,21.086666666666666
2021-01-21,2021-01-21 00:00:00-07:00,10.0,15.0,2021-01-21 19:05:06-07:00,2021-01-21 19:07:06-07:00,2.0,15.75,15.75
2021-01-21,2021-01-21 00:00:00-07:00,10.0,15.0,2021-01-21 19:45:06-07:00,2021-01-21 19:49:06-07:00,4.0,15.32,15.27
2021-01-21,2021-01-21 00:00:00-07:00,10.0,15.0,2021-01-21 20:33:06-07:00,2021-01-21 20:35:06-07:00,2.0,21.93,21.93
2021-01-21,2021-01-21 00:00:00-07:00,10.0,15.0,2021-01-21 21:07:06-07:00,2021-01-21 21:17:07-07:00,10.016666666666667,25.18,19.456
2021-01-21,2021-01-21 00:00:00-07:00,10.0,15.0,2021-01-21 22:57:06-07:00,2021-01-21 22:59:06-07:00,2.0,18.11,18.11
2021-01-21,2021-01-21 00:00:00-07:00,10.0,15.0,2021-01-21 23:05:06-07:00,2021-01-21 23:07:06-07:00,2.0,24.28,24.28
2021-01-22,2021-01-22 00:00:00-07:00,10.0,15.0,2021-01-22 00:29:06-07:00,2021-01-22 00:33:06-07:00,4.0,18.42,17.285
2021-01-22,2021-01-22 00:00:00-07:00,10.0,15.0,2021-01-22 01:03:06-07:00,2021-01-22 01:05:06-07:00,2.0,15.42,15.42
2021-01-22,2021-01-22 00:00:00-07:00,10.0,15.0,2021-01-22 17:43:06-07:00,2021-01-22 17:45:06-07:00,2.0,16.27,16.27
2021-01-22,2021-01-22 00:00:00-07:00,10.0,15.0,2021-01-22 19:01:06-07:00,2021-01-22 19:05:06-07:00,4.0,16.93,15.985
2021-01-22,2021-01-22 00:00:00-07:00,10.0,15.0,2021-01-22 19:07:06-07:00,2021-01-22 19:11:06-07:00,4.0,22.7,19.005
2021-01-22,2021-01-22 00:00:00-07:00,10.0,15.0,2021-01-22 19:25:06-07:00,2021-01-22 19:27:06-07:00,2.0,32.07,32.07
2021-01-22,2021-01-22 00:00:00-07:00,10.0,15.0,2021-01-22 21:21:06-07:00,2021-01-22 22:05:06-07:00,44.0,31.66,20.78545454545455
2021-01-22,2021-01-22 00:00:00-07:00,10.0,15.0,2021-01-22 22:07:06-07:00,2021-01-22 22:15:06-07:00,8.0,17.09,16.189999999999998
2021-01-22,2021-01-22 00:00:00-07:00,10.0,15.0,2021-01-22 22:17:06-07:00,2021-01-22 22:19:06-07:00,2.0,16.12,16.12
2021-01-22,2021-01-22 00:00:00-07:00,10.0,15.0,2021-01-22 22:21:06-07:00,2021-01-22 23:05:07-07:00,44.016666666666666,29.21,18.935909090909092
2021-01-22,2021-01-22 00:00:00-07:00,10.0,15.0,2021-01-22 23:21:07-07:00,2021-01-22 23:27:07-07:00,6.0,25.66,23.51
2021-01-22,2021-01-22 00:00:00-07:00,10.0,15.0,2021-01-22 23:43:07-07:00,2021-01-22 23:45:07-07:00,2.0,15.7,15.7
2021-01-22,2021-01-22 00:00:00-07:00,10.0,15.0,2021-01-22 23:49:07-07:00,2021-01-22 23:55:07-07:00,6.0,57.77,38.39
2021-01-23,2021-01-23 00:00:00-07:00,10.0,15.0,2021-01-23 06:43:07-07:00,2021-01-23 06:45:07-07:00,2.0,15.21,15.21
2021-01-23,2021-01-23 00:00:00-07:00,10.0,15.0,2021-01-23 07:19:07-07:00,2021-01-23 07:21:07-07:00,2.0,15.2,15.2
2021-01-23,2021-01-23 00:00:00-07:00,10.0,15.0,2021-01-23 07:23:07-07:00,2021-01-23 08:23:07-07:00,60.0,21.34,17.805
2021-01-23,2021-01-23 00:00:00-07:00,10.0,15.0,2021-01-23 08:25:07-07:00,2021-01-23 08:29:07-07:00,4.0,16.98,16.575000000000003
2021-01-23,2021-01-23 00:00:00-07:00,10.0,15.0,2021-01-23 08:33:07-07:00,2021-01-23 08:35:07-07:00,2.0,15.25,15.25
2021-01-23,2021-01-23 00:00:00-07:00,10.0,15.0,2021-01-23 08:37:07-07:00,2021-01-23 09:07:07-07:00,30.0,18.39,16.945333333333334
2021-01-23,2021-01-23 00:00:00-07:00,10.0,15.0,2021-01-23 09:09:07-07:00,2021-01-23 09:15:07-07:00,6.0,16.03,15.68
2021-01-23,2021-01-23 00:00:00-07:00,10.0,15.0,2021-01-23 09:17:07-07:00,2021-01-23 09:21:07-07:00,4.0,15.54,15.309999999999999
2021-01-23,2021-01-23 00:00:00-07:00,10.0,15.0,2021-01-23 09:23:07-07:00,2021-01-23 10:53:07-07:00,90.0,24.05,18.262888888888888
2021-01-23,2021-01-23 00:00:00-07:00,10.0,15.0,2021-01-23 10:59:07-07:00,2021-01-23 11:01:07-07:00,2.0,15.73,15.73
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 00:41:07-07:00,2021-01-24 00:51:07-07:00,10.0,46.09,38.964
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 03:45:07-07:00,2021-01-24 04:05:07-07:00,20.0,61.91,28.687999999999995
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 04:47:07-07:00,2021-01-24 04:49:07-07:00,2.0,17.25,17.25
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 10:23:08-07:00,2021-01-24 10:25:08-07:00,2.0,15.66,15.66
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 10:29:07-07:00,2021-01-24 10:31:07-07:00,2.0,16.3,16.3
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 10:37:07-07:00,2021-01-24 10:39:07-07:00,2.0,15.6,15.6
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 10:51:07-07:00,2021-01-24 10:53:07-07:00,2.0,15.67,15.67
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 11:47:07-07:00,2021-01-24 11:55:07-07:00,8.0,26.3,20.895000000000003
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 12:05:07-07:00,2021-01-24 12:07:07-07:00,2.0,18.83,18.83
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 12:09:07-07:00,2021-01-24 12:29:07-07:00,20.0,52.57,30.221999999999998
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 12:47:07-07:00,2021-01-24 13:59:07-07:00,72.0,41.88,23.665833333333335
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 18:25:07-07:00,2021-01-24 18:29:07-07:00,4.0,22.09,18.995
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 18:47:07-07:00,2021-01-24 18:55:08-07:00,8.016666666666667,25.58,21.6125
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 18:57:07-07:00,2021-01-24 18:59:07-07:00,2.0,17.2,17.2
2021-01-24,2021-01-24 00:00:00-07:00,10.382777777777779,15.574166666666668,2021-01-24 19:13:07-07:00,2021-01-24 19:21:08-07:00,8.016666666666667,26.78,22.4975
2021-01-26,2021-01-26 00:00:00-07:00,10.0,15.0,2021-01-26 17:17:08-07:00,2021-01-26 17:19:08-07:00,2.0,21.96,21.96
2021-01-26,2021-01-26 00:00:00-07:00,10.0,15.0,2021-01-26 17:49:08-07:00,2021-01-26 17:51:08-07:00,2.0,16.51,16.51
2021-01-26,2021-01-26 00:00:00-07:00,10.0,15.0,2021-01-26 21:33:09-07:00,2021-01-26 21:35:09-07:00,2.0,22.67,22.67
2021-01-26,2021-01-26 00:00:00-07:00,10.0,15.0,2021-01-26 21:39:09-07:00,2021-01-26 21:43:09-07:00,4.0,28.7,22.325
2021-01-26,2021-01-26 00:00:00-07:00,10.0,15.0,2021-01-26 21:53:09-07:00,2021-01-26 21:59:09-07:00,6.0,26.86,22.08
2021-01-26,2021-01-26 00:00:00-07:00,10.0,15.0,2021-01-26 22:01:09-07:00,2021-01-26 22:03:09-07:00,2.0,17.9,17.9
2021-01-26,2021-01-26 00:00:00-07:00,10.0,15.0,2021-01-26 22:11:09-07:00,2021-01-26 22:13:09-07:00,2.0,23.91,23.91
2021-01-26,2021-01-26 00:00:00-07:00,10.0,15.0,2021-01-26 22:47:09-07:00,2021-01-26 23:05:09-07:00,18.0,39.02,25.767777777777777
2021-01-26,2021-01-26 00:00:00-07:00,10.0,15.0,2021-01-26 23:07:09-07:00,2021-01-26 23:11:09-07:00,4.0,18.09,17.405
2021-01-26,2021-01-26 00:00:00-07:00,10.0,15.0,2021-01-26 23:21:09-07:00,2021-01-26 23:25:09-07:00,4.0,19.16,18.91
2021-01-27,2021-01-27 00:00:00-07:00,10.0,15.0,2021-01-27 14:11:09-07:00,2021-01-27 14:13:09-07:00,2.0,41.86,41.86
2021-01-27,2021-01-27 00:00:00-07:00,10.0,15.0,2021-01-27 14:15:09-07:00,2021-01-27 14:17:09-07:00,2.0,20.95,20.95
2021-01-27,2021-01-27 00:00:00-07:00,10.0,15.0,2021-01-27 14:19:09-07:00,2021-01-27 14:21:09-07:00,2.0,23.11,23.11
2021-01-27,2021-01-27 00:00:00-07:00,10.0,15.0,2021-01-27 14:31:09-07:00,2021-01-27 14:33:09-07:00,2.0,17.69,17.69
2021-01-27,2021-01-27 00:00:00-07:00,10.0,15.0,2021-01-27 22:41:09-07:00,2021-01-27 22:53:09-07:00,12.0,32.42,24.069999999999997
2021-01-28,2021-01-28 00:00:00-07:00,10.0,15.0,2021-01-28 18:19:10-07:00,2021-01-28 18:25:10-07:00,6.0,71.8,60.66
2021-01-28,2021-01-28 00:00:00-07:00,10.0,15.0,2021-01-28 19:47:10-07:00,2021-01-28 19:51:10-07:00,4.0,22.55,21.505000000000003
2021-01-28,2021-01-28 00:00:00-07:00,10.0,15.0,2021-01-28 20:33:10-07:00,2021-01-28 20:35:10-07:00,2.0,15.61,15.61
2021-01-28,2021-01-28 00:00:00-07:00,10.0,15.0,2021-01-28 20:39:10-07:00,2021-01-28 20:41:10-07:00,2.0,253.85,253.85
2021-01-28,2021-01-28 00:00:00-07:00,10.0,15.0,2021-01-28 20:45:10-07:00,2021-01-28 20:51:10-07:00,6.0,23.03,19.173333333333332
2021-01-28,2021-01-28 00:00:00-07:00,10.0,15.0,2021-01-28 22:25:10-07:00,2021-01-28 22:31:10-07:00,6.0,63.87,46.79
2021-01-29,2021-01-29 00:00:00-07:00,12.878555555555554,19.317833333333333,2021-01-29 00:03:10-07:00,2021-01-29 00:13:10-07:00,10.0,143.18,101.03399999999999
2021-01-29,2021-01-29 00:00:00-07:00,12.878555555555554,19.317833333333333,2021-01-29 18:33:10-07:00,2021-01-29 18:35:10-07:00,2.0,23.25,23.25
2021-01-29,2021-01-29 00:00:00-07:00,12.878555555555554,19.317833333333333,2021-01-29 20:55:10-07:00,2021-01-29 21:17:10-07:00,22.0,46.2,37.27272727272727
2021-01-30,2021-01-30 00:00:00-07:00,10.0,15.0,2021-01-30 00:31:10-07:00,2021-01-30 00:35:10-07:00,4.0,18.75,17.435000000000002
2021-01-30,2021-01-30 00:00:00-07:00,10.0,15.0,2021-01-30 08:45:10-07:00,2021-01-30 08:49:10-07:00,4.0,31.45,24.715
2021-01-30,2021-01-30 00:00:00-07:00,10.0,15.0,2021-01-30 09:43:10-07:00,2021-01-30 09:47:10-07:00,4.0,21.09,19.785
2021-01-30,2021-01-30 00:00:00-07:00,10.0,15.0,2021-01-30 09:59:11-07:00,2021-01-30 10:01:11-07:00,2.0,17.31,17.31
2021-01-30,2021-01-30 00:00:00-07:00,10.0,15.0,2021-01-30 20:15:11-07:00,2021-01-30 20:25:11-07:00,10.0,28.21,22.932000000000002
2021-01-31,2021-01-31 00:00:00-07:00,10.0,15.0,2021-01-31 01:09:11-07:00,2021-01-31 01:17:11-07:00,8.0,18.4,16.909999999999997
2021-01-31,2021-01-31 00:00:00-07:00,10.0,15.0,2021-01-31 01:19:11-07:00,2021-01-31 01:21:11-07:00,2.0,15.47,15.47
2021-01-31,2021-01-31 00:00:00-07:00,10.0,15.0,2021-01-31 04:51:11-07:00,2021-01-31 05:03:11-07:00,12.0,33.05,24.394999999999996
2021-01-31,2021-01-31 00:00:00-07:00,10.0,15.0,2021-01-31 18:53:11-07:00,2021-01-31 18:57:11-07:00,4.0,26.47,21.04
2021-01-31,2021-01-31 00:00:00-07:00,10.0,15.0,2021-01-31 20:33:12-07:00,2021-01-31 20:35:12-07:00,2.0,15.68,15.68
2021-01-31,2021-01-31 00:00:00-07:00,10.0,15.0,2021-01-31 20:41:13-07:00,2021-01-31 20:57:11-07:00,15.966666666666667,26.91,20.0125
2021-01-31,2021-01-31 00:00:00-07:00,10.0,15.0,2021-01-31 21:57:11-07:00,2021-01-31 22:01:11-07:00,4.0,22.6,20.270000000000003
2021-02-03,2021-02-03 00:00:00-07:00,10.0,15.0,2021-02-03 16:21:13-07:00,2021-02-03 16:27:13-07:00,6.0,84.8,52.76
2021-02-03,2021-02-03 00:00:00-07:00,10.0,15.0,2021-02-03 17:03:13-07:00,2021-02-03 17:05:13-07:00,2.0,15.27,15.27
2021-02-03,2021-02-03 00:00:00-07:00,10.0,15.0,2021-02-03 17:13:13-07:00,2021-02-03 17:19:13-07:00,6.0,34.22,27.72333333333333
2021-02-03,2021-02-03 00:00:00-07:00,10.0,15.0,2021-02-03 18:55:13-07:00,2021-02-03 18:59:13-07:00,4.0,25.75,24.55
2021-02-03,2021-02-03 00:00:00-07:00,10.0,15.0,2021-02-03 19:07:13-07:00,2021-02-03 19:09:13-07:00,2.0,19.36,19.36
2021-02-03,2021-02-03 00:00:00-07:00,10.0,15.0,2021-02-03 21:21:13-07:00,2021-02-03 21:25:14-07:00,4.016666666666667,31.57,25.345
2021-02-03,2021-02-03 00:00:00-07:00,10.0,15.0,2021-02-03 23:27:13-07:00,2021-02-03 23:43:13-07:00,16.0,138.23,62.38875
