day,day_start,baseline,threshold_value,n_events,median_duration_min,iqr_duration_min
2021-08-29,2021-08-29 00:00:00-06:00,61.821666666666665,92.7325,1,38.016666666666666,0.0
2021-08-30,2021-08-30 00:00:00-06:00,17.560333333333332,26.3405,9,4.0,7.983333333333333
2021-08-31,2021-08-31 00:00:00-06:00,12.766111111111108,19.149166666666662,1,4.0,0.0
2021-09-01,2021-09-01 00:00:00-06:00,10.0,15.0,3,18.0,135.025
2021-09-02,2021-09-02 00:00:00-06:00,23.15277777777778,34.72916666666667,1,652.1166666666667,0.0
2021-09-03,2021-09-03 00:00:00-06:00,23.247888888888895,34.87183333333334,0,,
2021-09-04,2021-09-04 00:00:00-06:00,26.43011111111111,39.64516666666667,0,,
2021-09-05,2021-09-05 00:00:00-06:00,26.569222222222226,39.85383333333334,2,125.01666666666667,123.01666666666668
2021-09-06,2021-09-06 00:00:00-06:00,55.090555555555554,82.63583333333332,0,,
2021-09-07,2021-09-07 00:00:00-06:00,23.87722222222222,35.81583333333333,0,,
2021-09-08,2021-09-08 00:00:00-06:00,13.248999999999999,19.8735,0,,
2021-09-09,2021-09-09 00:00:00-06:00,10.0,15.0,0,,
2021-09-10,2021-09-10 00:00:00-06:00,10.0,15.0,0,,
2021-09-11,2021-09-11 00:00:00-06:00,10.0,15.0,0,,
2021-09-12,2021-09-12 00:00:00-06:00,10.0,15.0,3,2.033333333333333,1.0
2021-09-13,2021-09-13 00:00:00-06:00,11.399777777777778,17.099666666666668,1,4.0,0.0
2021-09-14,2021-09-14 00:00:00-06:00,10.0,15.0,13,4.0,4.016666666666667
2021-09-15,2021-09-15 00:00:00-06:00,24.49233333333333,36.738499999999995,0,,
2021-09-16,2021-09-16 00:00:00-06:00,18.578444444444443,27.867666666666665,0,,
2021-09-17,2021-09-17 00:00:00-06:00,10.0,15.0,10,5.0,93.525
2021-09-18,2021-09-18 00:00:00-06:00,16.435444444444446,24.65316666666667,0,,
2021-09-19,2021-09-19 00:00:00-06:00,10.0,15.0,0,,
2021-09-20,2021-09-20 00:00:00-06:00,10.0,15.0,0,,
2021-09-21,2021-09-21 00:00:00-06:00,10.0,15.0,6,7.916666666666666,3.1083333333333343
2021-09-22,2021-09-22 00:00:00-06:00,15.432666666666668,23.149,0,,
2021-09-23,2021-09-23 00:00:00-06:00,10.0,15.0,4,7.0,30.504166666666663
2021-09-24,2021-09-24 00:00:00-06:00,10.777888888888889,16.166833333333333,3,6.0,5.0
2021-09-25,2021-09-25 00:00:00-06:00,11.687222222222221,17.530833333333334,0,,
2021-09-26,2021-09-26 00:00:00-06:00,10.0,15.0,0,,
2021-09-27,2021-09-27 00:00:00-06:00,10.0,15.0,0,,
2021-09-28,2021-09-28 00:00:00-06:00,10.0,15.0,0,,
2021-09-29,2021-09-29 00:00:00-06:00,10.0,15.0,0,,
2021-09-30,2021-09-30 00:00:00-06:00,10.0,15.0,0,,
2021-10-01,2021-10-01 00:00:00-06:00,10.0,15.0,0,,
2021-10-02,2021-10-02 00:00:00-06:00,10.0,15.0,0,,
2021-10-03,2021-10-03 00:00:00-06:00,10.0,15.0,7,4.066666666666666,6.991666666666667
2021-10-04,2021-10-04 00:00:00-06:00,10.0,15.0,1,6.016666666666667,0.0
2021-10-05,2021-10-05 00:00:00-06:00,10.0,15.0,0,,
2021-10-06,2021-10-06 00:00:00-06:00,10.0,15.0,0,,
2021-10-07,2021-10-07 00:00:00-06:00,10.0,15.0,0,,
2021-10-08,2021-10-08 00:00:00-06:00,10.0,15.0,0,,
2021-10-09,2021-10-09 00:00:00-06:00,10.0,15.0,0,,
2021-10-10,2021-10-10 00:00:00-06:00,10.0,15.0,0,,
2021-10-11,2021-10-11 00:00:00-06:00,10.0,15.0,0,,
2021-10-12,2021-10-12 00:00:00-06:00,10.0,15.0,0,,
2021-10-13,2021-10-13 00:00:00-06:00,10.0,15.0,0,,
2021-10-14,2021-10-14 00:00:00-06:00,10.0,15.0,0,,
2021-10-15,2021-10-15 00:00:00-06:00,10.0,15.0,4,2.0083333333333333,2.5125
2021-10-16,2021-10-16 00:00:00-06:00,10.0,15.0,0,,
2021-10-17,2021-10-17 00:00:00-06:00,10.0,15.0,0,,
2021-10-18,2021-10-18 00:00:00-06:00,10.0,15.0,0,,
2021-10-19,2021-10-19 00:00:00-06:00,10.0,15.0,0,,
2021-10-20,2021-10-20 00:00:00-06:00,10.0,15.0,2,4.991666666666667,2.9916666666666663
2021-10-21,2021-10-21 00:00:00-06:00,10.0,15.0,0,,
2021-10-22,2021-10-22 00:00:00-06:00,10.0,15.0,0,,
2021-10-23,2021-10-23 00:00:00-06:00,10.0,15.0,2,7.0,1.0
2021-10-24,2021-10-24 00:00:00-06:00,10.0,15.0,2,5.0,3.0
2021-10-25,2021-10-25 00:00:00-06:00,10.0,15.0,0,,
2021-10-26,2021-10-26 00:00:00-06:00,10.0,15.0,0,,
2021-10-27,2021-10-27 00:00:00-06:00,10.0,15.0,1,12.0,0.0
2021-10-28,2021-10-28 00:00:00-06:00,10.0,15.0,0,,
2021-10-29,2021-10-29 00:00:00-06:00,10.0,15.0,1,24.0,0.0
2021-10-30,2021-10-30 00:00:00-06:00,10.0,15.0,1,4.0,0.0
2021-10-31,2021-10-31 00:00:00-06:00,10.0,15.0,0,,
2021-11-01,2021-11-01 00:00:00-06:00,10.0,15.0,1,6.0,0.0
2021-11-02,2021-11-02 00:00:00-06:00,10.0,15.0,0,,
2021-11-03,2021-11-03 00:00:00-06:00,10.0,15.0,0,,
2021-11-04,2021-11-04 00:00:00-06:00,10.0,15.0,2,15.0,5.0
2021-11-05,2021-11-05 00:00:00-06:00,10.0,15.0,1,17.933333333333334,0.0
2021-11-06,2021-11-06 00:00:00-06:00,10.0,15.0,3,8.016666666666667,6.999999999999999
2021-11-07,2021-11-07 00:00:00-06:00,10.0,15.0,4,4.0,9.5
2021-11-08,2021-11-08 00:00:00-07:00,10.0,15.0,5,2.0,0.0
2021-11-09,2021-11-09 00:00:00-07:00,10.0,15.0,2,8.0,2.0
2021-11-10,2021-11-10 00:00:00-07:00,10.0,15.0,5,4.0,6.0
2021-11-11,2021-11-11 00:00:00-07:00,10.0,15.0,0,,
2021-11-12,2021-11-12 00:00:00-07:00,10.0,15.0,10,5.0,11.0
2021-11-13,2021-11-13 00:00:00-07:00,16.310333333333332,24.4655,14,3.0,4.0125
2021-11-14,2021-11-14 00:00:00-07:00,16.748444444444445,25.122666666666667,35,4.0,7.083333333333333
2021-11-15,2021-11-15 00:00:00-07:00,26.63355555555556,39.95033333333334,7,4.0,5.0
2021-11-16,2021-11-16 00:00:00-07:00,31.520333333333337,47.2805,4,6.0,0.0
2021-11-17,2021-11-17 00:00:00-07:00,10.0,15.0,9,4.0,10.0
2021-11-18,2021-11-18 00:00:00-07:00,18.389555555555557,27.584333333333333,5,18.0,24.0
2021-11-19,2021-11-19 00:00:00-07:00,42.69288888888889,64.03933333333333,1,2.0,0.0
2021-11-20,2021-11-20 00:00:00-07:00,13.51788888888889,20.276833333333336,4,3.0,6.5
2021-11-21,2021-11-21 00:00:00-07:00,10.0,15.0,3,4.0,4.0
2021-11-22,2021-11-22 00:00:00-07:00,10.0,15.0,4,17.008333333333333,7.512499999999999
2021-11-23,2021-11-23 00:00:00-07:00,10.0,15.0,10,4.0,6.4375
2021-11-24,2021-11-24 00:00:00-07:00,10.0,15.0,10,3.0,6.995833333333334
2021-11-25,2021-11-25 00:00:00-07:00,10.0,15.0,25,2.0,2.0166666666666666
2021-11-26,2021-11-26 00:00:00-07:00,16.066,24.098999999999997,2,9.0,3.0
2021-11-27,2021-11-27 00:00:00-07:00,10.800333333333334,16.2005,21,2.0,6.0
2021-11-28,2021-11-28 00:00:00-07:00,15.249555555555556,22.874333333333333,12,7.0,18.0
2021-11-29,2021-11-29 00:00:00-07:00,29.281222222222215,43.921833333333325,4,10.0,2.5
2021-11-30,2021-11-30 00:00:00-07:00,23.023999999999997,34.535999999999994,4,5.0,3.5
2021-12-01,2021-12-01 00:00:00-07:00,15.492555555555555,23.238833333333332,11,4.0,3.0
2021-12-02,2021-12-02 00:00:00-07:00,16.84633333333333,25.269499999999994,16,4.0,7.0
2021-12-03,2021-12-03 00:00:00-07:00,28.876,43.314,5,12.0,11.983333333333333
2021-12-04,2021-12-04 00:00:00-07:00,20.615222222222222,30.922833333333333,0,,
2021-12-05,2021-12-05 00:00:00-07:00,14.486444444444444,21.729666666666667,25,6.0,12.0
2021-12-06,2021-12-06 00:00:00-07:00,24.29366666666667,36.44050000000001,19,4.0,24.083333333333336
2021-12-07,2021-12-07 00:00:00-07:00,46.93555555555555,70.40333333333334,1,2.0,0.0
2021-12-08,2021-12-08 00:00:00-07:00,21.156333333333336,31.734500000000004,6,4.0,6.0
2021-12-09,2021-12-09 00:00:00-07:00,10.0,15.0,7,4.0,7.008333333333333
2021-12-10,2021-12-10 00:00:00-07:00,10.0,15.0,9,6.0,6.0
2021-12-11,2021-12-11 00:00:00-07:00,10.0,15.0,8,6.0,11.4875
2021-12-12,2021-12-12 00:00:00-07:00,10.320555555555556,15.480833333333333,8,7.0,10.0
2021-12-13,2021-12-13 00:00:00-07:00,10.0,15.0,1,6.0,0.0
2021-12-14,2021-12-14 00:00:00-07:00,10.0,15.0,0,,
2021-12-15,2021-12-15 00:00:00-07:00,10.0,15.0,1,2.0,0.0
2021-12-16,2021-12-16 00:00:00-07:00,10.0,15.0,4,5.0,9.0
2021-12-17,2021-12-17 00:00:00-07:00,10.0,15.0,4,2.0,4.0
2021-12-18,2021-12-18 00:00:00-07:00,13.899333333333331,20.848999999999997,26,6.0,13.0
2021-12-19,2021-12-19 00:00:00-07:00,26.17633333333333,39.26449999999999,26,3.0,10.0
2021-12-20,2021-12-20 00:00:00-07:00,45.12788888888888,67.69183333333332,1,2.0,0.0
2021-12-21,2021-12-21 00:00:00-07:00,31.281555555555546,46.92233333333332,18,4.0,5.0
2021-12-22,2021-12-22 00:00:00-07:00,15.069888888888888,22.604833333333332,7,2.0,3.0
2021-12-23,2021-12-23 00:00:00-07:00,34.31333333333333,51.47,1,2.0,0.0
2021-12-24,2021-12-24 00:00:00-07:00,10.0,15.0,10,5.0,2.0
2021-12-25,2021-12-25 00:00:00-07:00,15.890555555555556,23.835833333333333,5,2.0,0.0
2021-12-26,2021-12-26 00:00:00-07:00,10.0,15.0,4,5.008333333333333,3.9875
2021-12-27,2021-12-27 00:00:00-07:00,10.0,15.0,5,4.0,2.0166666666666666
2021-12-28,2021-12-28 00:00:00-07:00,10.0,15.0,8,2.0,4.0
2021-12-29,2021-12-29 00:00:00-07:00,13.66422222222222,20.49633333333333,7,3.9833333333333334,2.0
2021-12-30,2021-12-30 00:00:00-07:00,10.0,15.0,2,6.0,0.0
2021-12-31,2021-12-31 00:00:00-07:00,14.598333333333333,21.8975,9,6.0,10.0
2022-01-01,2022-01-01 00:00:00-07:00,10.0,15.0,7,10.0,9.008333333333333
2022-01-02,2022-01-02 00:00:00-07:00,10.0,15.0,19,6.0,13.025
2022-01-03,2022-01-03 00:00:00-07:00,13.906999999999996,20.860499999999995,3,4.0,0.0
2022-01-04,2022-01-04 00:00:00-07:00,10.0,15.0,5,6.0,2.0
2022-01-05,2022-01-05 00:00:00-07:00,13.046888888888887,19.57033333333333,11,6.0,12.008333333333333
2022-01-06,2022-01-06 00:00:00-07:00,16.36422222222222,24.54633333333333,25,2.0,2.0
2022-01-07,2022-01-07 00:00:00-07:00,10.0,15.0,8,4.0,4.0
2022-01-08,2022-01-08 00:00:00-07:00,10.0,15.0,14,6.0,5.5
2022-01-09,2022-01-09 00:00:00-07:00,10.0,15.0,13,12.0,16.0
2022-01-10,2022-01-10 00:00:00-07:00,10.789444444444445,16.18416666666667,7,4.0,4.0
2022-01-11,2022-01-11 00:00:00-07:00,10.0,15.0,5,10.0,6.0166666666666675
2022-01-12,2022-01-12 00:00:00-07:00,10.0,15.0,3,326.18333333333334,252.04166666666666
2022-01-13,2022-01-13 00:00:00-07:00,21.964777777777776,32.94716666666666,5,4.0,21.983333333333334
2022-01-14,2022-01-14 00:00:00-07:00,10.0,15.0,21,4.0,6.0
2022-01-15,2022-01-15 00:00:00-07:00,21.76966666666667,32.654500000000006,11,4.0,6.0
2022-01-16,2022-01-16 00:00:00-07:00,14.844111111111111,22.266166666666667,11,12.0,11.0
2022-01-17,2022-01-17 00:00:00-07:00,20.75,31.125,4,4.0,13.5
2022-01-18,2022-01-18 00:00:00-07:00,10.142777777777779,15.214166666666667,26,2.0,2.0
2022-01-19,2022-01-19 00:00:00-07:00,10.812921348314607,16.219382022471912,8,2.0,2.0
2022-01-20,2022-01-20 00:00:00-07:00,10.0,15.0,25,4.0,16.0
2022-01-21,2022-01-21 00:00:00-07:00,28.907555555555554,43.361333333333334,1,16.0,0.0
2022-01-22,2022-01-22 00:00:00-07:00,10.0,15.0,2,10.0,8.0
2022-01-23,2022-01-23 00:00:00-07:00,12.662333333333335,18.9935,19,4.0,8.0
2022-01-24,2022-01-24 00:00:00-07:00,11.740444444444446,17.610666666666667,26,2.0,4.0
2022-01-25,2022-01-25 00:00:00-07:00,13.89677777777778,20.84516666666667,9,6.0,4.0
2022-01-26,2022-01-26 00:00:00-07:00,10.0,15.0,6,21.008333333333333,64.51666666666667
2022-01-27,2022-01-27 00:00:00-07:00,19.256333333333334,28.884500000000003,5,4.0,10.0
2022-01-28,2022-01-28 00:00:00-07:00,10.0,15.0,18,3.0,3.5
2022-01-29,2022-01-29 00:00:00-07:00,11.671777777777775,17.507666666666662,12,3.9916666666666667,4.5125
2022-01-30,2022-01-30 00:00:00-07:00,10.0,15.0,38,4.0,4.0
2022-01-31,2022-01-31 00:00:00-07:00,12.974444444444442,19.461666666666662,8,10.0,5.0
2022-02-01,2022-02-01 00:00:00-07:00,12.72488888888889,19.087333333333333,5,6.0,4.016666666666667
2022-02-02,2022-02-02 00:00:00-07:00,10.0,15.0,6,3.0,2.0
2022-02-03,2022-02-03 00:00:00-07:00,10.0,15.0,5,10.083333333333334,6.0
2022-02-04,2022-02-04 00:00:00-07:00,10.0,15.0,4,6.0,156.52916666666667
2022-02-05,2022-02-05 00:00:00-07:00,27.73677777777778,41.605166666666676,3,4.0,2.0
2022-02-06,2022-02-06 00:00:00-07:00,14.106888888888893,21.16033333333334,7,6.0,3.008333333333333
2022-02-07,2022-02-07 00:00:00-07:00,10.0,15.0,8,3.0,6.5
2022-02-08,2022-02-08 00:00:00-07:00,18.283666666666665,27.4255,1,6.0,0.0
2022-02-09,2022-02-09 00:00:00-07:00,10.0,15.0,6,4.0,1.5
2022-02-10,2022-02-10 00:00:00-07:00,14.000888888888888,21.00133333333333,2,7.008333333333334,3.0083333333333346
2022-02-11,2022-02-11 00:00:00-07:00,10.0,15.0,16,4.0,6.0
2022-02-12,2022-02-12 00:00:00-07:00,11.875333333333334,17.813000000000002,30,6.0,9.5
2022-02-13,2022-02-13 00:00:00-07:00,14.552222222222223,21.828333333333333,5,4.0,2.0
2022-02-14,2022-02-14 00:00:00-07:00,15.891666666666667,23.837500000000002,3,2.0,0.0
2022-02-15,2022-02-15 00:00:00-07:00,10.0,15.0,2,5.025,0.9916666666666663
2022-02-16,2022-02-16 00:00:00-07:00,10.0,15.0,0,,
2022-02-17,2022-02-17 00:00:00-07:00,10.0,15.0,0,,
2022-02-18,2022-02-18 00:00:00-07:00,10.0,15.0,7,4.0,5.0
2022-02-19,2022-02-19 00:00:00-07:00,10.0,15.0,8,4.0,12.5
2022-02-20,2022-02-20 00:00:00-07:00,15.240777777777776,22.861166666666662,1,18.0,0.0
2022-02-21,2022-02-21 00:00:00-07:00,10.0,15.0,1,2.0,0.0
2022-02-22,2022-02-22 00:00:00-07:00,10.0,15.0,9,6.0,4.0
2022-02-23,2022-02-23 00:00:00-07:00,10.0,15.0,9,2.0,2.0
2022-02-24,2022-02-24 00:00:00-07:00,10.0,15.0,5,6.0,6.0
2022-02-25,2022-02-25 00:00:00-07:00,10.0,15.0,5,2.0,8.0
2022-02-26,2022-02-26 00:00:00-07:00,10.0,15.0,6,6.0,40.5125
2022-02-27,2022-02-27 00:00:00-07:00,12.81744444444444,19.22616666666666,4,5.008333333333333,6.5249999999999995
2022-02-28,2022-02-28 00:00:00-07:00,10.0,15.0,0,,
2022-03-01,2022-03-01 00:00:00-07:00,10.0,15.0,0,,
2022-03-02,2022-03-02 00:00:00-07:00,10.0,15.0,3,2.0,2.0
2022-03-03,2022-03-03 00:00:00-07:00,10.0,15.0,12,2.0,17.004166666666666
2022-03-04,2022-03-04 00:00:00-07:00,15.878555555555554,23.817833333333333,0,,
2022-03-05,2022-03-05 00:00:00-07:00,10.0,15.0,4,3.0,2.5
2022-03-06,2022-03-06 00:00:00-07:00,10.0,15.0,3,2.0,8.008333333333333
2022-03-07,2022-03-07 00:00:00-07:00,10.0,15.0,2,6.0,4.0
2022-03-08,2022-03-08 00:00:00-07:00,14.922111111111109,22.383166666666664,2,21.0,11.0
2022-03-09,2022-03-09 00:00:00-07:00,10.0,15.0,2,17.008333333333333,7.008333333333333
2022-03-10,2022-03-10 00:00:00-07:00,10.0,15.0,1,4.0,0.0
2022-03-11,2022-03-11 00:00:00-07:00,10.0,15.0,3,2.0,11.0
2022-03-12,2022-03-12 00:00:00-07:00,10.0,15.0,4,5.0,2.5041666666666664
2022-03-13,2022-03-13 00:00:00-07:00,10.0,15.0,0,,
2022-03-14,2022-03-14 00:00:00-06:00,10.0,15.0,0,,
2022-03-15,2022-03-15 00:00:00-06:00,10.0,15.0,1,2.0,0.0
2022-03-16,2022-03-16 00:00:00-06:00,10.0,15.0,1,12.0,0.0
2022-03-17,2022-03-17 00:00:00-06:00,10.0,15.0,4,2.0,0.0
2022-03-18,2022-03-18 00:00:00-06:00,10.0,15.0,1,8.0,0.0
2022-03-19,2022-03-19 00:00:00-06:00,10.0,15.0,0,,
2022-03-20,2022-03-20 00:00:00-06:00,10.0,15.0,0,,
2022-03-21,2022-03-21 00:00:00-06:00,10.0,15.0,0,,
2022-03-22,2022-03-22 00:00:00-06:00,10.0,15.0,0,,
2022-03-23,2022-03-23 00:00:00-06:00,10.0,15.0,0,,
2022-03-24,2022-03-24 00:00:00-06:00,10.0,15.0,0,,
2022-03-25,2022-03-25 00:00:00-06:00,10.0,15.0,0,,
2022-03-26,2022-03-26 00:00:00-06:00,10.0,15.0,0,,
2022-03-27,2022-03-27 00:00:00-06:00,10.0,15.0,1,2.0,0.0
2022-03-28,2022-03-28 00:00:00-06:00,10.0,15.0,3,6.0,5.0
2022-03-29,2022-03-29 00:00:00-06:00,10.0,15.0,0,,
2022-03-30,2022-03-30 00:00:00-06:00,10.0,15.0,1,2.0,0.0
2022-03-31,2022-03-31 00:00:00-06:00,10.0,15.0,0,,
2022-04-01,2022-04-01 00:00:00-06:00,10.0,15.0,0,,
2022-04-02,2022-04-02 00:00:00-06:00,10.0,15.0,0,,
2022-04-03,2022-04-03 00:00:00-06:00,10.0,15.0,0,,
2022-04-04,2022-04-04 00:00:00-06:00,10.0,15.0,0,,
2022-04-05,2022-04-05 00:00:00-06:00,10.0,15.0,0,,
2022-04-06,2022-04-06 00:00:00-06:00,10.0,15.0,0,,
2022-04-07,2022-04-07 00:00:00-06:00,10.0,15.0,1,2.0,0.0
2022-04-08,2022-04-08 00:00:00-06:00,10.0,15.0,0,,
2022-04-09,2022-04-09 00:00:00-06:00,10.0,15.0,0,,
2022-04-10,2022-04-10 00:00:00-06:00,10.0,15.0,0,,
2022-04-11,2022-04-11 00:00:00-06:00,10.0,15.0,0,,
2022-04-12,2022-04-12 00:00:00-06:00,10.0,15.0,0,,
2022-04-13,2022-04-13 00:00:00-06:00,10.0,15.0,0,,
2022-04-14,2022-04-14 00:00:00-06:00,10.0,15.0,0,,
2022-04-15,2022-04-15 00:00:00-06:00,10.0,15.0,0,,
2022-04-16,2022-04-16 00:00:00-06:00,10.0,15.0,0,,
2022-04-17,2022-04-17 00:00:00-06:00,10.0,15.0,1,8.0,0.0
2022-04-18,2022-04-18 00:00:00-06:00,10.0,15.0,0,,
2022-04-19,2022-04-19 00:00:00-06:00,10.0,15.0,0,,
2022-04-20,2022-04-20 00:00:00-06:00,10.0,15.0,2,4.0,2.0
2022-04-21,2022-04-21 00:00:00-06:00,10.0,15.0,0,,
2022-04-22,2022-04-22 00:00:00-06:00,10.0,15.0,0,,
2022-04-23,2022-04-23 00:00:00-06:00,10.0,15.0,0,,
2022-04-24,2022-04-24 00:00:00-06:00,10.0,15.0,0,,
2022-04-25,2022-04-25 00:00:00-06:00,10.0,15.0,9,12.0,16.016666666666666
2022-04-26,2022-04-26 00:00:00-06:00,19.677888888888887,29.51683333333333,0,,
2022-04-27,2022-04-27 00:00:00-06:00,10.0,15.0,0,,
2022-04-28,2022-04-28 00:00:00-06:00,10.0,15.0,0,,
2022-04-29,2022-04-29 00:00:00-06:00,10.0,15.0,0,,
2022-04-30,2022-04-30 00:00:00-06:00,10.0,15.0,0,,
2022-05-01,2022-05-01 00:00:00-06:00,10.0,15.0,0,,
2022-05-02,2022-05-02 00:00:00-06:00,10.0,15.0,0,,
2022-05-03,2022-05-03 00:00:00-06:00,10.0,15.0,0,,
2022-05-04,2022-05-04 00:00:00-06:00,10.0,15.0,0,,
2022-05-05,2022-05-05 00:00:00-06:00,10.0,15.0,0,,
2022-05-06,2022-05-06 00:00:00-06:00,10.0,15.0,0,,
2022-05-07,2022-05-07 00:00:00-06:00,10.0,15.0,0,,
2022-05-08,2022-05-08 00:00:00-06:00,10.0,15.0,0,,
2022-05-09,2022-05-09 00:00:00-06:00,10.0,15.0,0,,
2022-05-10,2022-05-10 00:00:00-06:00,10.0,15.0,0,,
2022-05-11,2022-05-11 00:00:00-06:00,10.0,15.0,0,,
2022-05-12,2022-05-12 00:00:00-06:00,10.0,15.0,0,,
2022-05-13,2022-05-13 00:00:00-06:00,10.0,15.0,0,,
2022-05-14,2022-05-14 00:00:00-06:00,10.0,15.0,0,,
2022-05-15,2022-05-15 00:00:00-06:00,10.0,15.0,0,,
2022-05-16,2022-05-16 00:00:00-06:00,10.0,15.0,1,4.0,0.0
2022-05-17,2022-05-17 00:00:00-06:00,10.0,15.0,0,,
2022-05-18,2022-05-18 00:00:00-06:00,10.0,15.0,0,,
2022-05-19,2022-05-19 00:00:00-06:00,10.0,15.0,0,,
2022-05-20,2022-05-20 00:00:00-06:00,10.0,15.0,0,,
2022-05-21,2022-05-21 00:00:00-06:00,10.0,15.0,6,3.0,6.512500000000001
2022-05-22,2022-05-22 00:00:00-06:00,10.0,15.0,0,,
2022-05-23,2022-05-23 00:00:00-06:00,10.0,15.0,0,,
2022-05-24,2022-05-24 00:00:00-06:00,10.0,15.0,0,,
2022-05-25,2022-05-25 00:00:00-06:00,10.0,15.0,0,,
2022-05-26,2022-05-26 00:00:00-06:00,10.0,15.0,0,,
2022-05-27,2022-05-27 00:00:00-06:00,10.0,15.0,0,,
2022-05-28,2022-05-28 00:00:00-06:00,10.0,15.0,0,,
2022-05-29,2022-05-29 00:00:00-06:00,10.0,15.0,0,,
2022-05-30,2022-05-30 00:00:00-06:00,10.0,15.0,0,,
2022-05-31,2022-05-31 00:00:00-06:00,10.0,15.0,0,,
2022-06-01,2022-06-01 00:00:00-06:00,10.0,15.0,1,4.0,0.0
2022-06-02,2022-06-02 00:00:00-06:00,10.0,15.0,0,,
2022-06-03,2022-06-03 00:00:00-06:00,10.0,15.0,0,,
2022-06-04,2022-06-04 00:00:00-06:00,10.0,15.0,0,,
2022-06-05,2022-06-05 00:00:00-06:00,10.0,15.0,0,,
2022-06-06,2022-06-06 00:00:00-06:00,10.0,15.0,0,,
2022-06-07,2022-06-07 00:00:00-06:00,10.0,15.0,0,,
2022-06-08,2022-06-08 00:00:00-06:00,10.0,15.0,0,,
2022-06-09,2022-06-09 00:00:00-06:00,10.0,15.0,0,,
2022-06-10,2022-06-10 00:00:00-06:00,10.0,15.0,0,,
2022-06-11,2022-06-11 00:00:00-06:00,10.0,15.0,0,,
2022-06-12,2022-06-12 00:00:00-06:00,10.0,15.0,0,,
2022-06-13,2022-06-13 00:00:00-06:00,10.0,15.0,0,,
2022-06-14,2022-06-14 00:00:00-06:00,10.0,15.0,5,2.0,4.0
2022-06-15,2022-06-15 00:00:00-06:00,11.90633333333333,17.859499999999997,0,,
2022-06-16,2022-06-16 00:00:00-06:00,10.0,15.0,0,,
2022-06-17,2022-06-17 00:00:00-06:00,10.0,15.0,0,,
2022-06-18,2022-06-18 00:00:00-06:00,10.0,15.0,1,2.0,0.0
2022-06-19,2022-06-19 00:00:00-06:00,10.0,15.0,0,,
2022-06-20,2022-06-20 00:00:00-06:00,10.0,15.0,0,,
2022-06-21,2022-06-21 00:00:00-06:00,10.0,15.0,1,4.016666666666667,0.0
2022-06-22,2022-06-22 00:00:00-06:00,10.0,15.0,0,,
2022-06-23,2022-06-23 00:00:00-06:00,10.0,15.0,0,,
2022-06-24,2022-06-24 00:00:00-06:00,10.0,15.0,0,,
2022-06-25,2022-06-25 00:00:00-06:00,10.0,15.0,0,,
2022-06-26,2022-06-26 00:00:00-06:00,10.0,15.0,0,,
2022-06-27,2022-06-27 00:00:00-06:00,10.0,15.0,0,,
2022-06-28,2022-06-28 00:00:00-06:00,10.0,15.0,0,,
2022-06-29,2022-06-29 00:00:00-06:00,10.0,15.0,0,,
2022-06-30,2022-06-30 00:00:00-06:00,10.0,15.0,0,,
2022-07-01,2022-07-01 00:00:00-06:00,10.0,15.0,0,,
